Name,Scenario,Epidemic,Interventions,ConfigFile,RunScript,PopulationFile,Network,MergedOutput
WorkingTemplateP9_USA,HP_01,EPI1,!AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_01/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_01/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_01/MergedSamples.csv
WorkingTemplateP9_USA,HP_02,EPI1,VX1 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_02/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_02/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_02/MergedSamples.csv
WorkingTemplateP9_USA,HP_03,EPI1,VX2 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_03/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_03/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_03/MergedSamples.csv
WorkingTemplateP9_USA,HP_04,EPI1,SC1 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_04/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_04/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_04/MergedSamples.csv
WorkingTemplateP9_USA,HP_05,EPI1,SC2 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_05/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_05/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_05/MergedSamples.csv
WorkingTemplateP9_USA,HP_06,EPI1,SC3 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_06/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_06/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_06/MergedSamples.csv
WorkingTemplateP9_USA,HP_07,EPI1,SC4 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_07/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_07/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_07/MergedSamples.csv
WorkingTemplateP9_USA,HP_08,EPI1,AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_08/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_08/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_08/MergedSamples.csv
WorkingTemplateP9_USA,HP_09,EPI1,VX1 SC1 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_09/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_09/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_09/MergedSamples.csv
WorkingTemplateP9_USA,HP_10,EPI1,VX1 SC2 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_10/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_10/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_10/MergedSamples.csv
WorkingTemplateP9_USA,HP_11,EPI1,VX2 SC3 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_11/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_11/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_11/MergedSamples.csv
WorkingTemplateP9_USA,HP_12,EPI1,VX2 SC4 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_12/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_12/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_12/MergedSamples.csv
WorkingTemplateP9_USA,HP_13,EPI2,!AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_13/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_13/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_13/MergedSamples.csv
WorkingTemplateP9_USA,HP_14,EPI2,VX1 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_14/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_14/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_14/MergedSamples.csv
WorkingTemplateP9_USA,HP_15,EPI2,VX2 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_15/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_15/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_15/MergedSamples.csv
WorkingTemplateP9_USA,HP_16,EPI2,SC1 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_16/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_16/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_16/MergedSamples.csv
WorkingTemplateP9_USA,HP_17,EPI2,SC2 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_17/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_17/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_17/MergedSamples.csv
WorkingTemplateP9_USA,HP_18,EPI2,SC3 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_18/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_18/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_18/MergedSamples.csv
WorkingTemplateP9_USA,HP_19,EPI2,SC4 !AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_19/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_19/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_19/MergedSamples.csv
WorkingTemplateP9_USA,HP_20,EPI2,AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_20/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_20/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_20/MergedSamples.csv
WorkingTemplateP9_USA,HP_21,EPI2,VX1 SC1 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_21/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_21/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_21/MergedSamples.csv
WorkingTemplateP9_USA,HP_22,EPI2,VX1 SC2 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_22/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_22/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_22/MergedSamples.csv
WorkingTemplateP9_USA,HP_23,EPI2,VX2 SC3 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_23/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_23/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_23/MergedSamples.csv
WorkingTemplateP9_USA,HP_24,EPI2,VX2 SC4 AV,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_24/config.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_24/RunPatchsim.py,FixedUSAPop.patchsim,FixedUSANet.patchsim,/sfs/qumulo/qproject/biocomplexity/STOMPflu/STOMP-flu-external/PatchSim-Experiments-Gen/experiments/WorkingTemplateP9_USA/HP_24/MergedSamples.csv
